second,Volt
+109.6000E-06,-1.079E+00
+109.7000E-06,-3.610E+00
+109.8000E-06,-1.720E+00
+109.9000E-06,-3.516E+00
+110.0000E-06,-548E-03
+110.1000E-06,-3.407E+00
+110.2000E-06,-1.016E+00
+110.3000E-06,-3.266E+00
+110.4000E-06,-1.063E+00
+110.5000E-06,-1.720E+00
+110.6000E-06,-2.110E+00
+110.7000E-06,-2.485E+00
+110.8000E-06,-1.235E+00
+110.9000E-06,-1.876E+00
+111.0000E-06,-1.266E+00
+111.1000E-06,-1.251E+00
+111.2000E-06,-2.110E+00
+111.3000E-06,-1.923E+00
+111.4000E-06,-2.516E+00
+111.5000E-06,-2.204E+00
+111.6000E-06,-1.579E+00
+111.7000E-06,-2.141E+00
+111.8000E-06,-2.266E+00
+111.9000E-06,-2.063E+00
+112.0000E-06,-1.907E+00
+112.1000E-06,-1.860E+00
+112.2000E-06,-2.126E+00
+112.3000E-06,-2.048E+00
+112.4000E-06,-2.001E+00
+112.5000E-06,-1.938E+00
+112.6000E-06,-2.016E+00
+112.7000E-06,-1.876E+00
+112.8000E-06,-2.095E+00
+112.9000E-06,-1.891E+00
+113.0000E-06,-1.970E+00
+113.1000E-06,-1.891E+00
+113.2000E-06,-2.141E+00
+113.3000E-06,-1.876E+00
+113.4000E-06,-2.157E+00
+113.5000E-06,-1.798E+00
+113.6000E-06,-2.251E+00
+113.7000E-06,-1.829E+00
+113.8000E-06,-2.095E+00
+113.9000E-06,-1.798E+00
+114.0000E-06,-2.298E+00
+114.1000E-06,-1.673E+00
+114.2000E-06,-2.188E+00
+114.3000E-06,-1.860E+00
+114.4000E-06,-1.907E+00
+114.5000E-06,-1.798E+00
+114.6000E-06,-1.845E+00
+114.7000E-06,-1.970E+00
+114.8000E-06,-1.938E+00
+114.9000E-06,-2.204E+00
+115.0000E-06,-2.048E+00
+115.1000E-06,-2.048E+00
+115.2000E-06,-1.891E+00
+115.3000E-06,-2.141E+00
+115.4000E-06,-1.813E+00
+115.5000E-06,-2.126E+00
+115.6000E-06,-1.891E+00
+115.7000E-06,-2.032E+00
+115.8000E-06,-1.907E+00
+115.9000E-06,-1.985E+00
+116.0000E-06,-1.923E+00
+116.1000E-06,-1.954E+00
+116.2000E-06,-2.063E+00
+116.3000E-06,-1.907E+00
+116.4000E-06,-2.032E+00
+116.5000E-06,-2.079E+00
+116.6000E-06,-2.110E+00
+116.7000E-06,-1.923E+00
+116.8000E-06,-2.063E+00
+116.9000E-06,-1.907E+00
+117.0000E-06,-2.110E+00
+117.1000E-06,-1.860E+00
+117.2000E-06,-2.063E+00
+117.3000E-06,-1.970E+00
+117.4000E-06,-2.016E+00
+117.5000E-06,-1.970E+00
+117.6000E-06,-2.079E+00
+117.7000E-06,-1.938E+00
+117.8000E-06,-2.063E+00
+117.9000E-06,-1.970E+00
+118.0000E-06,-2.063E+00
+118.1000E-06,-2.001E+00
+118.2000E-06,-2.001E+00
+118.3000E-06,-1.938E+00
+118.4000E-06,-2.001E+00
+118.5000E-06,-1.970E+00
+118.6000E-06,-2.079E+00
+118.7000E-06,-2.001E+00
+118.8000E-06,-2.016E+00
+118.9000E-06,-2.016E+00
+119.0000E-06,-2.032E+00
+119.1000E-06,-1.970E+00
+119.2000E-06,-1.985E+00
+119.3000E-06,-2.016E+00
+119.4000E-06,-2.016E+00
+119.5000E-06,-1.923E+00
+119.6000E-06,-2.079E+00
+119.7000E-06,-1.970E+00
+119.8000E-06,-2.079E+00
+119.9000E-06,-1.923E+00
+120.0000E-06,-2.032E+00
+120.1000E-06,-1.970E+00
+120.2000E-06,-2.032E+00
+120.3000E-06,-2.001E+00
+120.4000E-06,-1.954E+00
+120.5000E-06,-1.985E+00
+120.6000E-06,-1.938E+00
+120.7000E-06,-1.985E+00
+120.8000E-06,-1.985E+00
+120.9000E-06,-2.048E+00
+121.0000E-06,-1.970E+00
+121.1000E-06,-2.032E+00
+121.2000E-06,-1.985E+00
+121.3000E-06,-2.001E+00
+121.4000E-06,-1.970E+00
+121.5000E-06,-1.985E+00
+121.6000E-06,-2.001E+00
+121.7000E-06,-2.016E+00
+121.8000E-06,-2.016E+00
+121.9000E-06,-2.016E+00
+122.0000E-06,-1.970E+00
+122.1000E-06,-2.001E+00
+122.2000E-06,-2.001E+00
+122.3000E-06,-2.016E+00
+122.4000E-06,-2.032E+00
+122.5000E-06,-2.001E+00
+122.6000E-06,-1.985E+00
+122.7000E-06,-2.001E+00
+122.8000E-06,-1.985E+00
+122.9000E-06,-2.032E+00
+123.0000E-06,-1.938E+00
+123.1000E-06,-1.985E+00
+123.2000E-06,-2.173E+00
+123.3000E-06,-2.001E+00
+123.4000E-06,-1.954E+00
+123.5000E-06,-1.907E+00
+123.6000E-06,-1.970E+00
+123.7000E-06,-2.095E+00
+123.8000E-06,-2.001E+00
+123.9000E-06,-1.923E+00
+124.0000E-06,-1.985E+00
+124.1000E-06,-1.954E+00
+124.2000E-06,-2.079E+00
+124.3000E-06,-1.923E+00
+124.4000E-06,-2.110E+00
+124.5000E-06,-2.001E+00
+124.6000E-06,-2.110E+00
+124.7000E-06,-2.032E+00
+124.8000E-06,-2.048E+00
+124.9000E-06,-1.954E+00
+125.0000E-06,-2.001E+00
+125.1000E-06,-1.938E+00
+125.2000E-06,-1.985E+00
+125.3000E-06,-2.063E+00
+125.4000E-06,-1.985E+00
+125.5000E-06,-2.032E+00
+125.6000E-06,-2.001E+00
+125.7000E-06,-2.048E+00
+125.8000E-06,-1.954E+00
+125.9000E-06,-2.048E+00
+126.0000E-06,-1.954E+00
+126.1000E-06,-2.001E+00
+126.2000E-06,-2.001E+00
+126.3000E-06,-2.016E+00
+126.4000E-06,-1.938E+00
+126.5000E-06,-2.095E+00
+126.6000E-06,-2.032E+00
+126.7000E-06,-1.970E+00
+126.8000E-06,-1.985E+00
+126.9000E-06,-2.048E+00
+127.0000E-06,-1.954E+00
+127.1000E-06,-2.032E+00
+127.2000E-06,-2.032E+00
+127.3000E-06,-2.001E+00
+127.4000E-06,-2.032E+00
+127.5000E-06,-1.970E+00
+127.6000E-06,-2.001E+00
+127.7000E-06,-2.001E+00
+127.8000E-06,-1.938E+00
+127.9000E-06,-2.016E+00
+128.0000E-06,-1.954E+00
+128.1000E-06,-2.126E+00
+128.2000E-06,-2.001E+00
+128.3000E-06,-2.048E+00
+128.4000E-06,-1.938E+00
+128.5000E-06,-2.141E+00
+128.6000E-06,-1.907E+00
+128.7000E-06,-2.095E+00
+128.8000E-06,-1.907E+00
+128.9000E-06,-2.095E+00
+129.0000E-06,-1.938E+00
+129.1000E-06,-2.048E+00
+129.2000E-06,-1.891E+00
+129.3000E-06,-2.016E+00
+129.4000E-06,-1.938E+00
+129.5000E-06,-2.048E+00
+129.6000E-06,-1.985E+00
+129.7000E-06,-2.032E+00
+129.8000E-06,-2.032E+00
+129.9000E-06,-1.938E+00
+130.0000E-06,-2.032E+00
+130.1000E-06,-2.001E+00
+130.2000E-06,-1.970E+00
+130.3000E-06,-1.985E+00
+130.4000E-06,-1.954E+00
+130.5000E-06,-1.985E+00
+130.6000E-06,-1.954E+00
+130.7000E-06,-2.001E+00
+130.8000E-06,-1.985E+00
+130.9000E-06,-2.032E+00
+131.0000E-06,-1.985E+00
+131.1000E-06,-2.048E+00
+131.2000E-06,-2.001E+00
+131.3000E-06,-2.016E+00
+131.4000E-06,-2.032E+00
+131.5000E-06,-1.954E+00
+131.6000E-06,-1.970E+00
+131.7000E-06,-2.032E+00
+131.8000E-06,-2.032E+00
+131.9000E-06,-1.985E+00
+132.0000E-06,-2.001E+00
+132.1000E-06,-2.001E+00
+132.2000E-06,-2.001E+00
+132.3000E-06,-2.048E+00
+132.4000E-06,-1.970E+00
+132.5000E-06,-1.985E+00
+132.6000E-06,-1.954E+00
+132.7000E-06,-2.016E+00
+132.8000E-06,-1.954E+00
+132.9000E-06,-1.985E+00
+133.0000E-06,-2.001E+00
+133.1000E-06,-2.032E+00
+133.2000E-06,-1.970E+00
+133.3000E-06,-2.001E+00
+133.4000E-06,-1.970E+00
+133.5000E-06,-2.048E+00
+133.6000E-06,-2.016E+00
+133.7000E-06,-2.016E+00
+133.8000E-06,-2.048E+00
+133.9000E-06,-1.954E+00
+134.0000E-06,-2.079E+00
+134.1000E-06,-1.970E+00
+134.2000E-06,-2.079E+00
+134.3000E-06,-1.923E+00
+134.4000E-06,-2.048E+00
+134.5000E-06,-1.907E+00
+134.6000E-06,-2.079E+00
+134.7000E-06,-2.016E+00
+134.8000E-06,-2.048E+00
+134.9000E-06,-2.016E+00
+135.0000E-06,-1.985E+00
+135.1000E-06,-2.032E+00
+135.2000E-06,-1.923E+00
+135.3000E-06,-2.063E+00
+135.4000E-06,-1.891E+00
+135.5000E-06,-2.173E+00
+135.6000E-06,-1.970E+00
+135.7000E-06,-2.063E+00
+135.8000E-06,-1.954E+00
+135.9000E-06,-1.970E+00
+136.0000E-06,-1.985E+00
+136.1000E-06,-2.063E+00
+136.2000E-06,-1.923E+00
+136.3000E-06,-2.016E+00
+136.4000E-06,-2.016E+00
+136.5000E-06,-1.985E+00
+136.6000E-06,-2.001E+00
+136.7000E-06,-1.954E+00
+136.8000E-06,-2.048E+00
+136.9000E-06,-1.970E+00
+137.0000E-06,-2.001E+00
+137.1000E-06,-2.001E+00
+137.2000E-06,-2.016E+00
+137.3000E-06,-2.001E+00
+137.4000E-06,-2.001E+00
+137.5000E-06,-1.938E+00
+137.6000E-06,-1.985E+00
+137.7000E-06,-2.001E+00
+137.8000E-06,-1.970E+00
+137.9000E-06,-1.985E+00
+138.0000E-06,-1.970E+00
+138.1000E-06,-2.001E+00
+138.2000E-06,-2.001E+00
+138.3000E-06,-2.001E+00
+138.4000E-06,-1.985E+00
+138.5000E-06,-1.985E+00
+138.6000E-06,-1.985E+00
+138.7000E-06,-1.985E+00
+138.8000E-06,-1.985E+00
+138.9000E-06,-1.985E+00
+139.0000E-06,-1.938E+00
+139.1000E-06,-2.016E+00
+139.2000E-06,-1.985E+00
+139.3000E-06,-2.048E+00
+139.4000E-06,-1.985E+00
+139.5000E-06,-2.032E+00
+139.6000E-06,-2.001E+00
+139.7000E-06,-1.954E+00
+139.8000E-06,-2.032E+00
+139.9000E-06,-1.985E+00
+140.0000E-06,-2.001E+00
+140.1000E-06,-1.970E+00
+140.2000E-06,-1.985E+00
+140.3000E-06,-2.001E+00
+140.4000E-06,-2.001E+00
+140.5000E-06,-2.016E+00
+140.6000E-06,-2.016E+00
+140.7000E-06,-2.001E+00
+140.8000E-06,-1.985E+00
+140.9000E-06,-1.954E+00
+141.0000E-06,-2.001E+00
+141.1000E-06,-2.016E+00
+141.2000E-06,-1.985E+00
+141.3000E-06,-2.001E+00
+141.4000E-06,-2.001E+00
+141.5000E-06,-2.001E+00
+141.6000E-06,-2.001E+00
+141.7000E-06,-2.001E+00
+141.8000E-06,-2.001E+00
+141.9000E-06,-2.001E+00
+142.0000E-06,-2.048E+00
+142.1000E-06,-2.016E+00
+142.2000E-06,-2.016E+00
+142.3000E-06,-1.985E+00
+142.4000E-06,-1.985E+00
+142.5000E-06,-1.985E+00
+142.6000E-06,-2.048E+00
+142.7000E-06,-2.001E+00
+142.8000E-06,-1.970E+00
+142.9000E-06,-1.985E+00
+143.0000E-06,-1.970E+00
+143.1000E-06,-2.001E+00
+143.2000E-06,-2.001E+00
+143.3000E-06,-2.048E+00
+143.4000E-06,-1.970E+00
+143.5000E-06,-2.016E+00
+143.6000E-06,-1.970E+00
+143.7000E-06,-2.016E+00
+143.8000E-06,-2.001E+00
+143.9000E-06,-2.001E+00
+144.0000E-06,-1.985E+00
+144.1000E-06,-1.970E+00
+144.2000E-06,-2.001E+00
+144.3000E-06,-2.001E+00
